direction,level,closeback,depth_cap,div,entry,rr,trades,winrate,avg_r,sum_r,pf,risk_pct,h1_avg_r,h2_avg_r,pos_datasets
short,piv3,1,1.0,True,next_open,2.5,2101,0.25083293669681106,-0.1355891772190021,-284.8728613371234,0.822110754191718,0.0020878474831213865,-0.1650068084313263,-0.10713560695464729,0
long,piv3,1,none,True,next_open,2.5,1460,0.2554794520547945,-0.1357128379083525,-198.14074334619465,0.8246182995856729,0.0029432798871718195,-0.24402629318180605,-0.03289459131365892,0
short,piv3,2,1.0,True,next_open,2.5,2244,0.25089126559714797,-0.13595637702710633,-305.08611004882664,0.8217558288138839,0.002123207978962259,-0.15569810015203212,-0.11663246814821074,0
long,piv5,1,1.0,False,break,1.5,1823,0.3472298409215579,-0.13802066409001132,-251.61167063609065,0.7905176705985707,0.0038409160915819232,-0.17415556257869294,-0.10224080281355472,1
long,piv3,2,1.0,True,next_open,1.5,1501,0.35443037974683544,-0.13833233605682488,-207.63683642129416,0.7935270180036362,0.002851088394829173,-0.19132437493606608,-0.08973938086487707,0
long,major,1,1.0,True,next_open,1.5,788,0.35152284263959394,-0.1391684966099125,-109.66477532861106,0.7911802533595468,0.0027641350992061403,-0.16772630315272768,-0.1140185428765025,0
short,piv3,2,none,True,break,1.5,1606,0.3468244084682441,-0.14150186107109805,-227.25198888018346,0.786166489211055,0.0033778970143153743,-0.13736165467827957,-0.14564206746391653,0
short,major,1,1.0,False,next_open,2.5,1959,0.2470648289943849,-0.14176442731649105,-277.716513113006,0.8132055660941508,0.00170281033047967,-0.18863163894726573,-0.09607834501108875,0
long,major,1,none,True,next_open,1.5,840,0.35,-0.14186282777215603,-119.16477532861106,0.7872683528543809,0.0029529714932467798,-0.16134092389736493,-0.12449047176859132,0
short,piv3,1,none,True,break,1.5,1482,0.3468286099865047,-0.14210557547089572,-210.60046284786748,0.7854519523790127,0.0033566111454513673,-0.14268483564587872,-0.14153098674893683,0
long,piv3,2,none,True,next_open,1.5,1574,0.3519695044472681,-0.14335250090298232,-225.63683642129416,0.7864575333323607,0.0030355024352264,-0.19356977523847596,-0.097528475355041,0
short,major,2,1.0,False,next_open,2.5,2248,0.24688612099644128,-0.14337304818598665,-322.30261232209796,0.8113904984502673,0.0018090802776553395,-0.18263314316832874,-0.10411295320364455,0
short,piv3,1,1.0,True,break,1.5,1456,0.34546703296703296,-0.1456733948130958,-212.10046284786748,0.780570700097782,0.003273063126042116,-0.15138699266850206,-0.1400532072768515,0
short,piv3,2,1.0,True,break,1.5,1573,0.34520025429116336,-0.14574188739998947,-229.25198888018346,0.7803577944544637,0.003284125174930534,-0.14624383274733566,-0.14524185301208753,0
long,major,1,1.0,False,break,1.5,916,0.34497816593886466,-0.1462821031835984,-133.99440651617616,0.779612435443333,0.003991516096546966,-0.19138962912947724,-0.10512972565051064,0
short,major,1,none,False,next_open,2.5,2019,0.2456661713719663,-0.14646770620470118,-295.7182988272917,0.8073184103185869,0.001833415963849534,-0.18390679486200598,-0.10972669672746391,0
long,major,1,1.0,True,break,1.5,516,0.3449612403100775,-0.1467517218473976,-75.72388847325716,0.7790527855802911,0.004161434613965932,-0.17988019814586143,-0.11726373744986386,2
short,major,2,none,False,next_open,2.5,2357,0.2456512515910055,-0.147350190087562,-347.30439803638365,0.8063902448934178,0.00197627989072338,-0.17256337259864302,-0.12215839280337759,0
long,piv3,1,1.0,True,next_open,1.5,1442,0.3509015256588072,-0.14815314592322756,-213.63683642129416,0.7803529247284666,0.002824809387243573,-0.19474043652767456,-0.10540682874627492,0
long,piv5,2,1.0,True,next_open,1.5,989,0.34580384226491406,-0.14853594522380242,-146.9020498263406,0.777388098938321,0.0029186589131243927,-0.19811795661584264,-0.1038167849490585,0
short,piv5,1,none,True,next_open,3.5,1442,0.19348127600554785,-0.1492205318202972,-215.17600688486857,0.8189509264598711,0.0022821872820754877,-0.26880505057927473,-0.03290781932011524,1
long,major,1,none,True,break,1.5,556,0.3435251798561151,-0.1496832526497431,-83.22388847325716,0.7749025933462861,0.0044104685611084035,-0.1662010956252636,-0.13485665639526564,2
short,piv5,1,1.0,True,next_open,3.5,1406,0.1934566145092461,-0.14983941761776878,-210.6742211705829,0.8183049887378623,0.0021826112567540083,-0.2791599869012527,-0.025214846660221436,1
long,piv5,2,none,True,next_open,1.5,1053,0.34472934472934474,-0.15042929708104522,-158.4020498263406,0.774645628270005,0.0031418320342127795,-0.19802277998557383,-0.10788620175091802,0
long,piv3,1,none,True,next_open,1.5,1496,0.34893048128342247,-0.15216366070942125,-227.6368364212942,0.7747590150905588,0.0029484961168674637,-0.20288025202238588,-0.10523286385739865,0
short,major,1,none,True,next_open,2.5,1345,0.24460966542750928,-0.15237351436507593,-204.94237682102712,0.8003435801651907,0.0019901920029717756,-0.17099225425893744,-0.1337824397608041,0
short,piv3,2,none,True,break,2.5,1576,0.24492385786802032,-0.1532984756009274,-241.59839754706158,0.7995091677016434,0.003383730986266262,-0.19942633869735138,-0.1075205077997986,1
short,piv3,1,none,True,break,2.5,1458,0.2448559670781893,-0.15428454836402306,-224.94687151474562,0.7984135891331379,0.003363262754508057,-0.1996542484494763,-0.10953296408354872,0
short,major,1,1.0,True,next_open,2.5,1298,0.24345146379044685,-0.15673389145357583,-203.44059110674144,0.7950165974396052,0.0018601775600973478,-0.18512681373954412,-0.12868881507616456,2
short,major,2,none,True,next_open,2.5,1477,0.24373730534867977,-0.15684199426725137,-231.65562553273028,0.7951198563071441,0.0020405746317852936,-0.1639026284269199,-0.1496947855742899,1
long,piv5,2,none,True,break,1.5,720,0.3402777777777778,-0.15694577152728936,-113.00095549964834,0.7648267829516707,0.004477705327888656,-0.22286611313715277,-0.09730355768979387,2
short,major,2,none,False,next_open,3.5,2320,0.1896551724137931,-0.1591607511788484,-369.2529427349283,0.8062754918189706,0.001985425558841533,-0.23742802165178237,-0.08209862259514694,0
short,piv3,2,1.0,True,break,2.5,1548,0.24289405684754523,-0.16059328006916124,-248.59839754706158,0.7905719095622501,0.003285339017042516,-0.2217075304790363,-0.10057454759236965,0
short,piv3,1,1.0,True,break,2.5,1436,0.24303621169916434,-0.16082651219689806,-230.94687151474562,0.7904071049105602,0.0032737792446998998,-0.2211153614087865,-0.10219395005127024,0
short,major,2,1.0,True,next_open,2.5,1422,0.24261603375527427,-0.16114897314939844,-229.15383981844457,0.7898994885010616,0.001912295809117017,-0.17781157492454627,-0.14439236515831183,1
long,piv5,2,1.0,True,break,1.5,670,0.33880597014925373,-0.1611954559696244,-108.00095549964834,0.7591957069983699,0.004193059549916058,-0.22710758079530266,-0.10164984320097183,2
short,major,1,none,False,next_open,3.5,1994,0.18906720160481444,-0.16181887839811251,-322.6668435258363,0.8031302404359457,0.0018417182998286712,-0.2389242031276874,-0.0874483238067294,0
short,piv5,1,none,True,next_open,2.5,1456,0.2445054945054945,-0.16256388188057208,-236.69301201811294,0.7897418797992437,0.002279257028662692,-0.2387245367016149,-0.08785390619897766,0
short,major,2,1.0,False,next_open,3.5,2222,0.18901890189018902,-0.16257927858714788,-361.2511570206426,0.8023866531084639,0.0018141797351253171,-0.26068934021887613,-0.0660459858030724,0
short,piv5,1,1.0,True,next_open,2.5,1419,0.244538407329105,-0.16292545898789798,-231.19122630382725,0.7893904097836573,0.0021816096818212654,-0.24088627280266334,-0.08702480576072726,0
short,piv3,1,none,False,break,3.5,2946,0.1894093686354379,-0.16310139694798925,-480.4967154087763,0.8016813586040273,0.0031903643434483715,-0.22721302082096703,-0.10036759172103925,0
short,major,1,1.0,False,next_open,3.5,1938,0.18885448916408668,-0.16313986471184244,-316.16505781155064,0.8016511137802752,0.0017071976420542324,-0.25279957308957424,-0.07710643372046982,0
short,piv3,2,none,True,break,3.5,1551,0.19084461637653127,-0.16362645395003025,-253.7846300764969,0.8016349419523403,0.0033217112925581285,-0.22057650753515493,-0.10601161374718036,1
short,piv3,1,none,True,break,3.5,1437,0.1906750173973556,-0.16404849789979217,-235.73769148200134,0.8014642750625935,0.003312904448234748,-0.22740540568677942,-0.10095557722858396,1
short,piv5,1,none,True,break,3.5,973,0.19013360739979446,-0.16419975316306104,-159.7663598276584,0.8006616531358668,0.003529820374396928,-0.28058142294764143,-0.04900808000204482,2
long,piv5,1,none,True,next_open,1.5,981,0.3394495412844037,-0.1645280834111525,-161.4020498263406,0.7557852182955844,0.003023895471500895,-0.20708829412997906,-0.1257012245097669,0
short,piv5,2,none,True,next_open,3.5,1556,0.19023136246786632,-0.16522933416077126,-257.0968439541601,0.8005004259170454,0.0023434688459849926,-0.251954514425471,-0.0815701956226013,0
long,piv5,1,1.0,True,next_open,1.5,937,0.33938100320170755,-0.1653170222266175,-154.9020498263406,0.7548638275996877,0.002888823410835042,-0.19981420596141616,-0.13411530116567158,0
short,piv5,1,none,False,break,3.5,1972,0.1881338742393509,-0.1663732063534769,-328.08796292905646,0.797165574050251,0.0034033369581864038,-0.2493736381698866,-0.08080839456333667,1
short,piv5,2,none,False,break,3.5,2266,0.1879964695498676,-0.16790159418449402,-380.46501242206347,0.7952145535965421,0.0034668008277676365,-0.21563140659848787,-0.11845642463073404,1
short,piv5,2,1.0,True,next_open,3.5,1508,0.1896551724137931,-0.16849804923068593,-254.0950582398744,0.7968388532768959,0.002223173227813817,-0.2641800662446755,-0.0763044390869981,0
short,piv3,1,none,False,break,1.5,3216,0.33426616915422885,-0.1712466557029748,-550.729244740767,0.7454133693506143,0.0032133103572283437,-0.17421228928471424,-0.16825136578541794,0
short,piv3,1,1.0,True,next_open,1.5,2127,0.3342736248236953,-0.17128657152593735,-364.3265376356687,0.7453733712280103,0.002086329128328317,-0.21429336019326314,-0.12959387917900209,0
short,piv5,2,1.0,False,break,3.5,2220,0.18693693693693694,-0.17137282398130382,-380.4476692384945,0.7912144807382424,0.0033461980256250406,-0.23943328452674068,-0.10157359254602004,1
short,piv3,1,none,True,next_open,1.5,2168,0.3339483394833948,-0.17196878383300482,-372.8283233499545,0.7444330375394572,0.002160280878024279,-0.212490792637707,-0.13248012315811286,0
short,piv3,2,none,False,break,3.5,3364,0.1875743162901308,-0.17203660639706528,-578.7311439197276,0.7909811208649211,0.0032699262874244773,-0.23039031156146625,-0.11382150860835166,0
long,piv5,2,none,True,next_open,2.5,1036,0.24227799227799227,-0.17277350265590274,-178.99334875151524,0.7773994034388664,0.0031212773060140557,-0.2750835922567702,-0.07988423161865107,0
short,piv3,1,1.0,False,break,1.5,3183,0.33364750235626767,-0.17286498421010585,-550.229244740767,0.743270932826731,0.0031511663674636736,-0.17899065049067472,-0.16668907587171528,0
short,piv3,2,1.0,True,break,3.5,1527,0.18860510805500982,-0.1731629396985748,-264.4198089197237,0.7907047381172725,0.0032329885735791616,-0.2503927599966197,-0.09603420555275244,0
short,piv3,1,1.0,True,break,3.5,1415,0.18869257950530036,-0.17331285617102568,-245.23769148200134,0.7908209533426797,0.003221309958607521,-0.25470709825594984,-0.09340058207924434,1
short,piv3,2,1.0,True,next_open,1.5,2271,0.3337736679876706,-0.17350937311641212,-394.03978634737194,0.7426325626145618,0.0021216664283674673,-0.20643378327248182,-0.1411882898480191,0
short,piv5,2,none,True,next_open,2.5,1574,0.241423125794155,-0.17401922536837114,-273.90626072981615,0.7760262556252521,0.0023403830638363625,-0.2165722995129304,-0.13242840666929176,0
short,piv3,2,none,False,break,1.5,3738,0.3330658105939005,-0.17404680991100693,-650.5869754473439,0.7415044561603833,0.0032777335427548776,-0.17444524059507582,-0.17363975985032212,0
long,piv5,2,1.0,True,next_open,2.5,977,0.24155578300921188,-0.1741053624934474,-170.10093915609812,0.7762126970334327,0.0029148035800592993,-0.29164776555395205,-0.06735298471388754,0
short,piv3,2,1.0,False,break,1.5,3678,0.33278955954323003,-0.174318451687106,-641.1432653051759,0.7411763484635641,0.003181843148800863,-0.17864385293259483,-0.16992668812113843,0
short,piv3,1,1.0,False,break,3.5,2932,0.1869031377899045,-0.17445317715169725,-511.4967154087763,0.7885374065692183,0.0031185666965005423,-0.24520646299044757,-0.10522762757937074,0
short,piv3,2,none,True,next_open,1.5,2323,0.33318984072320273,-0.17479189498995162,-406.04157206165763,0.7408865346645179,0.0022102023104034543,-0.20481147365902871,-0.14531020979532044,0
short,piv5,2,1.0,True,next_open,2.5,1525,0.24131147540983608,-0.17501932787903635,-266.9044750155304,0.7749421825378965,0.002222386350293269,-0.21948706766718815,-0.1315320700317387,0
short,piv5,1,1.0,False,break,3.5,1944,0.18621399176954734,-0.17519956940795087,-340.58796292905646,0.7869349273766572,0.0033228928976573534,-0.266082078832884,-0.08146807849634265,1
short,piv3,2,1.0,False,break,3.5,3348,0.1863799283154122,-0.17546226985236146,-587.4476794657062,0.7870888178626965,0.0031643050581808877,-0.24283056628047017,-0.10873481334271272,0
short,piv5,2,none,False,break,1.5,2417,0.3322300372362433,-0.17599542649303665,-425.38094583366956,0.7390110321118633,0.0034669996867844745,-0.16308672161546386,-0.18950529882892145,0
short,piv5,2,1.0,False,break,1.5,2351,0.33134836239897913,-0.17809585578985704,-418.7033569619539,0.7362005598555508,0.003358162309743154,-0.1720160166249694,-0.1844129826931835,0
short,piv5,1,none,True,break,1.5,994,0.33400402414486924,-0.17867249783487674,-177.60046284786748,0.737122052730358,0.0035726762980948143,-0.21518503786772974,-0.142598108282418,0
short,piv5,2,1.0,False,next_open,1.5,3600,0.33055555555555555,-0.17953544494331578,-646.3276017959367,0.7341667978767991,0.0019140619619234002,-0.19925529598591915,-0.15979367077559556,0
short,piv3,2,none,False,next_open,1.5,5825,0.32995708154506437,-0.17954579975975546,-1045.8542836005756,0.7337173319643602,0.001891181082514339,-0.18860471960468703,-0.17063801613287014,0
short,piv5,2,none,False,next_open,1.5,3713,0.33046054403447345,-0.17959315580668528,-666.8293875102224,0.7340479512456942,0.00200926033754199,-0.19691000434372466,-0.16224830158468037,0
long,piv5,1,none,True,break,1.5,658,0.331306990881459,-0.1800926375374595,-118.50095549964834,0.7340051597268865,0.004362870255091064,-0.22768320854890872,-0.13638701109837345,2
short,major,1,none,True,next_open,3.5,1332,0.18618618618618618,-0.1800982894291079,-239.89092151957172,0.7828472320923641,0.0019936440625097068,-0.2483486327220634,-0.1126628756083071,0
short,piv3,2,1.0,False,next_open,1.5,5706,0.32947774272695407,-0.1806182115348684,-1030.607515017959,0.7323519701765417,0.001813861631292472,-0.19232063325728196,-0.16912715692935845,0
short,major,2,none,True,next_open,3.5,1461,0.1861738535249829,-0.18076945258814162,-264.1041702312749,0.7822582071943087,0.002043474721898852,-0.2414789766043856,-0.1201429785363521,0
short,piv3,1,none,False,break,2.5,3065,0.2365415986949429,-0.18104975262181844,-554.9174917858735,0.7654472530597959,0.003242209308108194,-0.21947535632337606,-0.14309761615134353,0
short,piv5,2,none,True,break,3.5,1062,0.1864406779661017,-0.18202758796812993,-193.313298422154,0.7796957568770136,0.0035385949452267237,-0.2524462569674032,-0.1113431881424444,1
short,piv5,1,1.0,True,break,1.5,971,0.33264675592173015,-0.1823897660637152,-177.10046284786748,0.7323150862296313,0.003464356752909391,-0.2235446014722052,-0.14215693307781874,0
short,piv3,1,none,False,next_open,1.5,5160,0.3288759689922481,-0.18244169797548498,-941.3991615535025,0.7300182431619029,0.0017544746451026265,-0.19602554828327318,-0.1691701200885655,0
short,piv5,1,1.0,True,break,3.5,951,0.1861198738170347,-0.18271962126988267,-173.76635982765842,0.7793396308742854,0.0034164130783353457,-0.3165987419290606,-0.05190218528274411,2
short,piv3,1,1.0,False,next_open,1.5,5090,0.3282907662082515,-0.18396805026310742,-936.3973758392168,0.7280205380472698,0.0017096448042723772,-0.19747715974605598,-0.17081513288750302,0
long,piv5,1,none,True,next_open,2.5,968,0.23863636363636365,-0.18443578830011287,-178.53384307450926,0.7638546941913626,0.0030179587575673472,-0.28997654073491136,-0.08727128605855242,0
short,piv3,2,none,False,break,2.5,3532,0.23556058890147225,-0.18504615949679662,-653.5830353426857,0.7603680538250016,0.003318319641454895,-0.22030459891920143,-0.1493861433155945,0
short,piv5,1,none,False,break,1.5,2066,0.32865440464666024,-0.18532151116065945,-382.8742420579224,0.7267865852196125,0.0034210493940964527,-0.19081698575704753,-0.17954225833287887,1
short,piv5,1,1.0,False,break,1.5,2032,0.328248031496063,-0.18645385928047362,-378.8742420579224,0.7253288987819067,0.0033450409445031698,-0.19526460376607052,-0.1772167884487994,1
short,piv5,1,1.0,False,next_open,1.5,3210,0.3280373831775701,-0.18654623899727169,-598.8134271812421,0.7251022650325798,0.0018144799110116033,-0.2181291263065655,-0.15488454223742448,0
short,piv5,1,none,False,next_open,1.5,3273,0.3278337916284754,-0.1869279599436382,-611.8152128955278,0.7245707365871705,0.0018749926347390504,-0.2180472021770102,-0.15559883931384252,0
long,piv5,1,1.0,True,break,1.5,624,0.328525641025641,-0.18750153124943644,-117.00095549964834,0.7243799949473959,0.004176549398366736,-0.22878449558414274,-0.15024617319128686,2
short,piv5,2,none,True,break,1.5,1089,0.32966023875114786,-0.18847749208464962,-205.25198888018343,0.7240316772944468,0.0035839749920436636,-0.2031333493676952,-0.17390216148997248,0
short,piv5,1,none,True,break,2.5,982,0.23625254582484725,-0.18859328344601145,-185.19860434398325,0.7574775357956965,0.003575912950595583,-0.2804555734704907,-0.09858305572041282,1
short,piv3,1,1.0,False,break,2.5,3050,0.2340983606557377,-0.18964507927405688,-578.4174917858735,0.7551002063088317,0.003171455164391445,-0.23383562223135426,-0.14603030886343435,0
short,major,1,1.0,True,next_open,3.5,1287,0.18414918414918416,-0.18989054841125566,-244.38913580528603,0.771750098860021,0.0018604573252393028,-0.2742245202232798,-0.10749975567324127,0
short,piv3,2,1.0,False,break,2.5,3500,0.2337142857142857,-0.19061839772726788,-667.1643920454376,0.7537018848061245,0.0032091146587648984,-0.23715646355254238,-0.14402711513146702,0
short,major,2,1.0,True,next_open,3.5,1408,0.18394886363636365,-0.19147896627627076,-269.6023845169892,0.7701446340338138,0.0019119637325443722,-0.2678739699303873,-0.1157322936291198,0
long,piv5,1,1.0,True,next_open,2.5,926,0.23650107991360692,-0.19280112643035557,-178.53384307450926,0.7540970785625108,0.0028818017777429276,-0.30850139433333074,-0.08759737767734108,0
short,piv5,2,1.0,True,break,1.5,1059,0.3276676109537299,-0.19381679780942723,-205.25198888018343,0.717187149294786,0.003461324867158797,-0.21214688559138234,-0.17565898528858076,0
short,piv5,2,none,False,break,2.5,2334,0.2326478149100257,-0.19427577613989144,-453.4396615105066,0.749328642475883,0.003490385722549064,-0.20911908391465525,-0.17880912735621363,1
short,piv5,2,1.0,False,break,2.5,2282,0.2318141980718668,-0.19688305849417648,-449.28713948371075,0.7461974886656629,0.003374666439057274,-0.22889536178096237,-0.16390241151366225,1
short,major,2,none,False,break,1.5,1631,0.3231146535867566,-0.19875916648419636,-324.17620053572426,0.7091745563600245,0.003217904319252921,-0.21862527549621913,-0.1782242483159085,0
short,major,2,none,False,break,2.5,1606,0.23163138231631383,-0.19883007896547855,-319.3211068185586,0.743707491830248,0.003234665242919608,-0.2935582454352633,-0.10267564148234697,1
short,piv5,1,1.0,True,break,2.5,960,0.23333333333333334,-0.19916521285831587,-191.19860434398325,0.7449443477209422,0.0034646251361391297,-0.3036046794632595,-0.09814999106009172,1
short,piv5,2,1.0,True,break,3.5,1036,0.18243243243243243,-0.19927459195500077,-206.4484772653808,0.7600784666801513,0.0034116386899124933,-0.2903128075710436,-0.10893667030523525,1
short,piv5,1,none,False,break,2.5,2009,0.2309606769537083,-0.20057641840700804,-402.95802457967915,0.741924231713715,0.003434912703544549,-0.2412361068062298,-0.15864226050285618,1
short,piv5,2,none,True,break,2.5,1072,0.23227611940298507,-0.20135273355998057,-215.85013037629918,0.7420487021928603,0.0035879859934018323,-0.2623378695040649,-0.1414948644540494,1
short,major,1,none,False,next_open,1.5,2024,0.32065217391304346,-0.20142275537605334,-407.67965688113196,0.7048322751858935,0.001832740261434235,-0.2581959202628596,-0.14576061132851922,0
short,major,1,none,False,break,2.5,1343,0.2308265078183172,-0.20153321833162458,-270.6591122193718,0.7407716531896286,0.003171987525381372,-0.30583001582777813,-0.09862498766604111,1
short,major,1,none,False,break,1.5,1363,0.3220836390315481,-0.20201547001591538,-275.34708563169266,0.7051475665896236,0.0031560473647336894,-0.22476659851807845,-0.1790968074305258,0
short,major,1,1.0,False,next_open,1.5,1960,0.32040816326530613,-0.20213156692186035,-396.1778711668463,0.7039422936941915,0.0017034308023533313,-0.26571519845391045,-0.14008624905590825,0
short,major,2,1.0,False,next_open,1.5,2250,0.32,-0.20419811316612974,-459.4457546237919,0.7015511892875558,0.001809695566805936,-0.2598447337145478,-0.14845247727865754,0
short,major,2,none,False,next_open,1.5,2365,0.319661733615222,-0.20484039760595246,-484.4475403380776,0.7006714593684752,0.0019747667360841457,-0.2477435818480786,-0.16204592075633173,0
short,piv5,1,1.0,False,break,2.5,1981,0.22968197879858657,-0.2051782052396159,-406.45802457967915,0.7364759233354726,0.0033564174320662816,-0.25155151982341395,-0.15733045706392282,1
short,major,1,1.0,False,break,1.5,1330,0.32030075187969925,-0.20665194408397944,-274.84708563169266,0.6992417112741506,0.00298276965575024,-0.23153667678669526,-0.18184194030829884,0
short,piv5,1,1.0,True,next_open,1.5,1427,0.3209530483531885,-0.20682894365968643,-295.14490260237255,0.6994894522994192,0.002185710855849901,-0.2780617106023415,-0.1372734025314707,0
short,major,2,none,False,break,3.5,1595,0.17993730407523512,-0.20804023851433895,-331.82418043037063,0.7503655696689155,0.003226501166206797,-0.34618757230028396,-0.0679741917591447,1
short,piv5,1,none,True,next_open,1.5,1464,0.3203551912568306,-0.20809200021629665,-304.6466883166583,0.6978151177331756,0.0022827209607420166,-0.2782830660807862,-0.13904225249594515,0
short,major,2,1.0,False,break,1.5,1566,0.3186462324393359,-0.2102019160509095,-329.17620053572426,0.6945499952842168,0.0030197952790477645,-0.23578327447773442,-0.18402564231183283,0
short,major,1,none,True,next_open,1.5,1347,0.3170007423904974,-0.21113863019663504,-284.4037348748674,0.6925045016567642,0.0019890491722133453,-0.25478022634432335,-0.16769099669849194,0
short,major,1,1.0,False,break,2.5,1313,0.22772277227722773,-0.21261166201018417,-279.1591122193718,0.7276749802287238,0.0029961690032617623,-0.32868614283507414,-0.09950449874021623,1
short,piv5,2,1.0,True,break,2.5,1044,0.2289272030651341,-0.2134579792876429,-222.85013037629918,0.727828725195825,0.0034638404816526285,-0.2869930266148708,-0.14186903907304485,1
short,major,1,1.0,True,next_open,1.5,1298,0.31587057010785824,-0.21410011491570238,-277.9019491605817,0.6887654356429195,0.0018601775600973478,-0.2662206389199772,-0.16261812719325633,0
short,major,1,none,True,break,1.5,936,0.31837606837606836,-0.21458021969197935,-200.84708563169266,0.6899776350219221,0.0032166209331705746,-0.2277808739669464,-0.20109445409357887,0
short,major,2,none,True,break,1.5,1038,0.3179190751445087,-0.21483488599615477,-222.99861166400865,0.689416374848978,0.0032157908599639916,-0.21973601774360238,-0.20974117539811984,0
short,major,2,1.0,False,break,2.5,1546,0.22703751617076326,-0.21527885305210775,-332.8211068185586,0.724240318492327,0.0030318670344832164,-0.32857518830158866,-0.10198251780262682,1
short,piv5,2,1.0,True,next_open,1.5,1533,0.3176777560339204,-0.21647628918074088,-331.85815131407577,0.6876212123909565,0.0022259911526357917,-0.26338124378635874,-0.17048034532329392,0
short,major,1,none,False,break,3.5,1336,0.1781437125748503,-0.21692643103555379,-289.81371186349986,0.7409052954535379,0.003166359321369209,-0.371023560417991,-0.06511900639876943,1
short,piv5,2,none,True,next_open,1.5,1582,0.3166877370417193,-0.21862195766647374,-345.85993702836146,0.6848254384382336,0.0023432795166067433,-0.263609660324197,-0.1745351351620966,0
short,major,2,none,True,next_open,1.5,1479,0.3144016227180527,-0.21948409978808014,-324.61698358657054,0.6824072109167958,0.0020394656674247572,-0.2517969988729217,-0.18686387693476864,0
short,major,2,1.0,True,next_open,1.5,1422,0.3136427566807314,-0.2215999985037165,-315.11519787228485,0.6797984640887749,0.001912295809117017,-0.2623915430050222,-0.180578318349371,0
short,major,1,1.0,True,break,1.5,909,0.31353135313531355,-0.22700449464432637,-206.34708563169266,0.6744528920156713,0.003061748178458121,-0.24450843191764912,-0.20930692974629872,0
short,major,2,1.0,False,break,3.5,1536,0.17578125,-0.22742459663435588,-349.32418043037063,0.7286255394710537,0.0030214426044079053,-0.38670393301709377,-0.06814526025161796,1
short,major,2,1.0,True,break,1.5,1007,0.3128103277060576,-0.22790328864350412,-229.49861166400865,0.6730782542147654,0.003073786453186669,-0.23628249194983494,-0.219270682011377,0
short,major,2,none,True,break,2.5,1027,0.22395326192794549,-0.22863742770368822,-234.8106382516878,0.7094815403553326,0.0032257651044373206,-0.31151657799447696,-0.1436331709951869,1
short,major,1,none,True,break,2.5,928,0.22413793103448276,-0.22915852609846105,-212.65911221937185,0.7091226043166585,0.003226558484778862,-0.3158214572957774,-0.14136766087254618,0
short,major,1,1.0,False,break,3.5,1306,0.17534456355283307,-0.22994924338705963,-300.31371186349986,0.7263813082807096,0.0029894691485794606,-0.40137984558560247,-0.06317989623319006,1
short,major,1,1.0,True,break,2.5,903,0.21816168327796234,-0.25045305893618147,-226.15911221937185,0.684617796872442,0.00306777406061303,-0.35363330500471846,-0.14750108774832696,0
short,major,2,1.0,True,break,2.5,998,0.21743486973947895,-0.2518142667852583,-251.3106382516878,0.6827874681926005,0.003079914438939366,-0.34957892541260566,-0.15286697115838663,1
short,major,2,none,True,break,3.5,1023,0.17008797653958943,-0.25885993339540553,-264.81371186349986,0.6954634032375581,0.003220728287496924,-0.38726131128541047,-0.12663708592534093,1
short,major,1,none,True,break,3.5,925,0.16864864864864865,-0.26790671552810796,-247.81371186349986,0.6861380813650034,0.003230695039752769,-0.4044820183629357,-0.12924856493762923,0
short,major,2,1.0,True,break,3.5,994,0.16398390342052313,-0.28703592742806827,-285.31371186349986,0.664952844144686,0.0030741437484041382,-0.4371030350441677,-0.13453365376546012,1
short,major,1,1.0,True,break,3.5,900,0.16333333333333333,-0.29257079095944427,-263.31371186349986,0.6596091566321084,0.00307149623847788,-0.4533080456825067,-0.13183353623638183,0
